인덱스,팀명,YEAR,종합순위,ERA(투수),G(투수),W(투수),L(투수),SV(투수),HLD(투수),WPCT(투수),IP(투수),H(투수),HR(투수),BB(투수),HBP(투수),SO(투수),R(투수),ER(투수),WHIP(투수),CG(투수),SHO(투수),QS(투수),BSV(투수),TBF(투수),NP(투수),AVG(투수),2B(투수),3B(투수),SAC(투수),SF(투수),IBB(투수),WP(투수),BK(투수),AVG(타자),PA(타자),AB(타자),R(타자),H(타자),2B(타자),3B(타자),HR(타자),TB(타자),RBI(타자),SAC(타자),SF(타자),BB(타자),IBB(타자),HBP(타자),SO(타자),GDP(타자),SLG(타자),OBP(타자),OPS(타자),MH(타자),RISP(타자),PH-BA(타자),E(수비),PKO(수비),PO(수비),A(수비),DP(수비),FPCT(수비),PB(수비),SB(수비),CS(수비),CS%(수비),SBA(수비),SB(주루),CS(주루),SB%(주루),OOB(주루),PKO(주루),순위등락,ERA(투수)_현재성장,G(투수)_현재성장,W(투수)_현재성장,L(투수)_현재성장,SV(투수)_현재성장,HLD(투수)_현재성장,WPCT(투수)_현재성장,IP(투수)_현재성장,H(투수)_현재성장,HR(투수)_현재성장,BB(투수)_현재성장,HBP(투수)_현재성장,SO(투수)_현재성장,R(투수)_현재성장,ER(투수)_현재성장,WHIP(투수)_현재성장,CG(투수)_현재성장,SHO(투수)_현재성장,QS(투수)_현재성장,BSV(투수)_현재성장,TBF(투수)_현재성장,NP(투수)_현재성장,AVG(투수)_현재성장,2B(투수)_현재성장,3B(투수)_현재성장,SAC(투수)_현재성장,SF(투수)_현재성장,IBB(투수)_현재성장,WP(투수)_현재성장,BK(투수)_현재성장,AVG(타자)_현재성장,PA(타자)_현재성장,AB(타자)_현재성장,R(타자)_현재성장,H(타자)_현재성장,2B(타자)_현재성장,3B(타자)_현재성장,HR(타자)_현재성장,TB(타자)_현재성장,RBI(타자)_현재성장,SAC(타자)_현재성장,SF(타자)_현재성장,BB(타자)_현재성장,IBB(타자)_현재성장,HBP(타자)_현재성장,SO(타자)_현재성장,GDP(타자)_현재성장,SLG(타자)_현재성장,OBP(타자)_현재성장,OPS(타자)_현재성장,MH(타자)_현재성장,RISP(타자)_현재성장,PH-BA(타자)_현재성장,E(수비)_현재성장,PKO(수비)_현재성장,PO(수비)_현재성장,A(수비)_현재성장,DP(수비)_현재성장,FPCT(수비)_현재성장,PB(수비)_현재성장,SB(수비)_현재성장,CS(수비)_현재성장,CS%(수비)_현재성장,SBA(수비)_현재성장,SB(주루)_현재성장,CS(주루)_현재성장,SB%(주루)_현재성장,OOB(주루)_현재성장,PKO(주루)_현재성장,ERA(투수)_1년전성장,G(투수)_1년전성장,W(투수)_1년전성장,L(투수)_1년전성장,SV(투수)_1년전성장,HLD(투수)_1년전성장,WPCT(투수)_1년전성장,IP(투수)_1년전성장,H(투수)_1년전성장,HR(투수)_1년전성장,BB(투수)_1년전성장,HBP(투수)_1년전성장,SO(투수)_1년전성장,R(투수)_1년전성장,ER(투수)_1년전성장,WHIP(투수)_1년전성장,CG(투수)_1년전성장,SHO(투수)_1년전성장,QS(투수)_1년전성장,BSV(투수)_1년전성장,TBF(투수)_1년전성장,NP(투수)_1년전성장,AVG(투수)_1년전성장,2B(투수)_1년전성장,3B(투수)_1년전성장,SAC(투수)_1년전성장,SF(투수)_1년전성장,IBB(투수)_1년전성장,WP(투수)_1년전성장,BK(투수)_1년전성장,AVG(타자)_1년전성장,PA(타자)_1년전성장,AB(타자)_1년전성장,R(타자)_1년전성장,H(타자)_1년전성장,2B(타자)_1년전성장,3B(타자)_1년전성장,HR(타자)_1년전성장,TB(타자)_1년전성장,RBI(타자)_1년전성장,SAC(타자)_1년전성장,SF(타자)_1년전성장,BB(타자)_1년전성장,IBB(타자)_1년전성장,HBP(타자)_1년전성장,SO(타자)_1년전성장,GDP(타자)_1년전성장,SLG(타자)_1년전성장,OBP(타자)_1년전성장,OPS(타자)_1년전성장,MH(타자)_1년전성장,RISP(타자)_1년전성장,PH-BA(타자)_1년전성장,E(수비)_1년전성장,PKO(수비)_1년전성장,PO(수비)_1년전성장,A(수비)_1년전성장,DP(수비)_1년전성장,FPCT(수비)_1년전성장,PB(수비)_1년전성장,SB(수비)_1년전성장,CS(수비)_1년전성장,CS%(수비)_1년전성장,SBA(수비)_1년전성장,SB(주루)_1년전성장,CS(주루)_1년전성장,SB%(주루)_1년전성장,OOB(주루)_1년전성장,PKO(주루)_1년전성장,순위등락_1년전성장
2004현대,현대,2004,1,4.06,133,75,53,0,32,0.586,1187,1193,123,440,59,842,590,535,1.38,3,8,70,0,5135,20159,0.263,232,16,69,25,0,41,4,0.275,5322,4480,692,1233,190,13,134,1851,653,111,38,607,29,86,871,109,0.413,0.37,0.783,133,0.286,0.28,78,7,3561,1467,112,0.985,12,82,45,35.4,145,100,45,69,67,6,0,-0.07,0,-5,2,0,-11,-0.025,-3,-52,3,-17,-3,2,-37,-11,-0.05,1,4,12,0,-62,-22,-0.01,3,-1,-23,-8,-6,-15,2,-0.011,9,-3,-31,-47,-18,-2,-41,-192,-20,-28,0,64,6,-23,144,9,-0.043,-0.003,-0.046,0,0.014,0.072,-34,4,-9,19,-19,0.007,3,-38,-28,-2.4,22,25,-3,8,-5,1,-0.1,0,10,-7,0,7,0.064,3.666666667,26,-22,41,-2,-50,13,-12,0.05,-1,-2,9,0,66,254,0.005,-1,7,28,1,-6,2,-3,0.025,173,39,65,120,17,-10,2,123,30,40,4,79,-3,10,-218,18,0.024,0.031,0.055,0,0.002,-0.001,30,-7,11,3,6,-0.006,-3,38,27,1.9,-6,-4,-2,-0.2,22,-1,3
2004삼성,삼성,2004,2,3.76,133,73,52,0,74,0.584,1196 1/3,1092,118,505,85,994,564,500,1.33,4,9,52,0,5138,20237,0.247,181,13,87,34,17,43,6,0.269,5170,4509,641,1215,225,9,132,1854,600,84,31,460,22,86,704,122,0.411,0.346,0.757,131,0.268,0.16,88,7,3589,1424,112,0.983,13,86,66,43.4,82,50,32,61,50,14,2,-0.61,0,-3,-1,0,33,-0.005,13.33333333,-107,-15,11,26,186,-49,-74,-0.1,2,4,7,0,-12,403,-0.021,-41,-11,-8,5,2,-3,3,-0.015,-71,-55,-128,-80,-11,-5,-81,-344,-144,11,-7,-21,3,1,43,-9,-0.071,-0.014,-0.085,-2,-0.025,-0.046,13,-3,40,45,-6,-0.002,4,5,12,3.4,-6,-6,0,-2.6,9,9,0.45,0,-6,6,0,19,-0.047,-14.66666667,17,-15,109,-15,-179,32,53,0.12,0,-3,0,0,61,299,0.006,8,2,15,-4,-1,1,0,0,-63,-84,-8,-26,-30,-2,22,6,13,18,4,12,-7,-12,-143,15,0.01,0,0.01,0,0.015,0.041,-12,5,-44,-30,3,0.002,-5,7,-11,-6.8,12,9,3,1.8,-8,0,-3
2004두산,두산,2004,3,3.88,133,70,62,0,47,0.53,1177 2/3,1144,95,457,75,799,560,508,1.36,4,12,54,0,5056,19198,0.26,177,15,84,40,18,49,3,0.268,5109,4485,606,1200,202,19,89,1707,573,55,40,433,12,96,780,86,0.381,0.342,0.723,132,0.268,0.218,88,6,3533,1409,146,0.983,11,82,40,32.8,130,71,59,54.6,59,9,4,-0.36,0,13,-12,0,-6,0.095,2,-50,-10,-7,-4,145,-59,-46,-0.05,-3,5,2,0,-88,54,-0.008,-31,-3,-21,-3,-4,12,0,-0.008,-56,-51,43,-51,-3,-2,-1,-61,32,-8,-12,-19,-5,34,74,-35,-0.009,-0.004,-0.013,-1,-0.003,-0.054,-2,4,6,6,11,0.001,1,-26,1,6.3,36,13,23,-7.1,14,2,0.31,0,-9,9,0,10,-0.069,-7.333333333,55,6,-15,19,-300,57,37,0.04,4,1,-8,0,57,-93,0.011,21,-5,28,10,-8,-7,1,0.015,82,38,-24,78,31,0,-40,-11,-15,16,6,18,0,4,-88,14,-0.006,0.015,0.009,0,0.016,0.006,2,-1,-22,-44,5,-0.001,3,5,-14,-7.5,-54,-48,-6,-9.9,-1,6,-2
2004KIA,KIA,2004,4,4.51,133,67,61,0,24,0.523,1183,1198,119,496,120,773,637,593,1.43,5,9,49,0,5199,19717,0.268,213,22,77,39,13,48,1,0.267,5190,4426,643,1182,224,9,143,1853,610,82,54,549,22,79,693,118,0.419,0.354,0.773,132,0.263,0.263,79,2,3549,1451,151,0.984,7,62,43,41,181,127,54,70.2,38,10,-1,0.89,0,-11,11,0,-10,-0.086,5,106,-18,82,19,-47,110,119,0.15,-7,-1,-16,0,200,555,0.018,35,12,-11,9,1,6,0,-0.005,63,-22,-14,-29,5,-7,14,4,-16,-12,17,44,4,37,-28,46,0.003,0.005,0.008,1,-0.021,0.037,9,1,15,-42,28,-0.002,0,14,-9,-11,-32,-19,-13,1.7,-35,-1,-0.3,0,0,-1,0,4,0.004,-17,-93,-14,44,4,-42,-53,-46,-0.02,2,3,10,0,-107,50,-0.01,19,-2,34,-4,-2,-13,-1,0.003,-73,-127,14,-19,-1,2,9,11,15,49,2,51,-14,-49,-193,-35,0.014,0.005,0.019,-2,0.016,-0.024,-31,0,-51,90,-4,0.006,-5,-27,-8,7.6,19,-9,28,-11.4,19,3,0
2004SK,SK,2004,5,4.4,133,61,64,0,49,0.488,1186 1/3,1173,116,538,110,891,644,580,1.44,3,6,39,0,5216,20469,0.263,208,13,79,25,18,57,8,0.272,5254,4499,655,1223,196,9,138,1851,626,105,35,521,24,93,818,98,0.411,0.357,0.768,132,0.271,0.159,83,10,3559,1469,147,0.984,12,90,60,40,97,50,47,51.5,53,4,-3,-0.04,0,-5,0,0,1,-0.02,5,-17,-19,41,27,132,2,-3,0.01,0,-4,-5,0,58,639,-0.004,-4,-8,-5,-7,-1,15,6,0,97,54,11,15,-13,-7,-18,-66,14,-22,3,57,14,4,55,11,-0.02,0.007,-0.013,-1,0.002,-0.031,-7,-4,15,-91,29,0.001,-2,-11,-7,0.1,-42,-32,-10,-7.5,-11,-1,-0.03,0,5,-5,0,33,0.039,2.333333333,40,-41,95,5,-189,4,-3,0.11,-2,3,-10,0,84,252,0.012,3,6,29,9,-15,8,-1,0.002,67,-30,26,1,5,-11,-2,-22,25,31,-2,79,-5,-11,-52,-7,-0.002,0.011,0.009,0,-0.002,-0.028,-4,6,7,197,23,0.002,6,-28,17,12,4,2,2,-0.3,4,-6,4
2004LG,LG,2004,6,4.31,133,59,70,0,64,0.457,1164 1/3,1235,116,543,64,783,637,557,1.53,3,6,46,0,5180,20349,0.277,207,17,76,42,31,55,1,0.259,5081,4432,588,1150,176,24,102,1680,554,73,40,441,18,95,892,89,0.379,0.337,0.716,133,0.264,0.193,104,13,3493,1361,142,0.979,16,64,51,44.3,117,69,48,59,56,7,0,0.33,0,-1,-1,0,13,-0.001,-5.333333333,34,-4,12,4,-11,58,40,0.05,1,-4,-2,0,14,-54,0.006,22,-6,-40,8,4,6,-1,0.01,117,57,79,62,-12,-5,-4,28,69,-1,0,37,7,25,111,-1,0.001,0.018,0.019,0,0.035,-0.008,6,-2,-16,53,26,-0.001,10,17,-1,-8.2,-80,-66,-14,-9.5,16,2,0.05,0,-6,10,0,11,-0.062,-21,82,-15,30,-40,-102,4,-3,0.12,0,1,10,0,21,-29,0.019,0,4,42,8,-3,9,-3,-0.012,-157,-117,-74,-85,-24,7,6,-77,-56,-19,3,-8,-18,-16,-170,-1,-0.007,-0.013,-0.02,0,-0.029,0.023,7,5,-63,-61,-23,-0.002,-2,-20,4,10.8,-6,-5,-1,-0.5,-6,-2,-4
2004한화,한화,2004,7,5.21,133,53,74,0,36,0.417,1180 2/3,1290,170,455,92,699,750,683,1.48,3,0,48,0,5267,19697,0.282,215,12,95,44,18,47,2,0.268,5150,4519,632,1213,245,17,140,1912,605,88,33,456,14,54,923,107,0.423,0.34,0.763,133,0.262,0.248,95,8,3542,1397,115,0.981,11,96,40,29.4,140,82,58,58.6,50,7,-2,0.84,0,-10,9,0,5,-0.075,-11.33333333,106,28,18,24,-73,133,104,0.12,-1,-8,-6,0,102,-191,0.021,-7,-2,13,-1,4,-6,-7,0.014,-48,61,55,82,27,-3,19,160,84,-14,12,-86,-8,-21,36,18,0.03,-0.003,0.027,0,0.01,0.047,20,4,-34,73,18,-0.004,4,-14,3,4.2,5,4,1,0.8,-14,-5,-0.42,0,4,-4,0,-1,0.031,7.333333333,-70,-4,45,-34,-181,-55,-52,-0.03,-4,3,0,0,-33,-173,-0.011,-7,-11,20,7,-15,11,5,-0.002,136,-33,-26,-17,12,10,-49,-132,-49,50,-1,96,0,26,-177,-17,-0.027,0.015,-0.012,0,0.001,0.012,-10,-6,22,-39,3,0.002,-2,-6,-6,-1.8,-24,-16,-8,-1.3,26,9,2
2004롯데,롯데,2004,8,4.22,133,50,72,0,46,0.41,1190 1/3,1216,109,449,76,753,608,558,1.4,4,8,49,0,5160,19578,0.272,220,13,105,53,41,43,3,0.252,5075,4462,533,1125,195,21,88,1626,500,74,31,416,15,92,853,99,0.364,0.327,0.691,132,0.248,0.146,87,11,3571,1520,134,0.983,9,89,45,33.6,175,129,46,73.7,66,10,0,-0.79,0,11,-19,0,-12,0.11,26,-86,-62,14,-17,106,-101,-90,-0.09,1,4,5,0,-13,165,-0.017,-39,-9,12,13,25,7,0,-0.004,88,-3,42,-18,-37,3,15,-4,49,-9,3,78,4,19,5,24,-0.001,0.01,0.009,-1,0.005,-0.06,-17,4,78,-27,-13,0.003,-5,11,-6,-5.9,25,45,-20,17.7,6,2,0.29,0,4,-6,0,39,0.035,-3.666666667,33,41,-8,10,-128,-1,36,0.02,-2,-3,-5,0,17,-222,0.008,-7,-6,23,-5,0,-4,2,0.011,1,-47,28,38,26,-1,-12,26,8,34,6,14,-3,-5,-130,0,0.01,0.012,0.022,1,0.019,0.075,-13,5,-11,24,-18,0.003,1,-29,10,11.8,11,8,3,1.3,9,-1,0
2003현대,현대,2003,1,4.13,133,80,51,0,43,0.611,1190,1245,120,457,62,840,627,546,1.43,2,4,58,0,5197,20181,0.273,229,17,92,33,6,56,2,0.286,5313,4483,723,1280,208,15,175,2043,673,139,38,543,23,109,727,100,0.456,0.373,0.829,133,0.272,0.208,112,3,3570,1448,131,0.978,9,120,73,37.8,123,75,48,61,72,5,3,-0.1,0,10,-7,0,7,0.064,3.666666667,26,-22,41,-2,-50,13,-12,0.05,-1,-2,9,0,66,254,0.005,-1,7,28,1,-6,2,-3,0.025,173,39,65,120,17,-10,2,123,30,40,4,79,-3,10,-218,18,0.024,0.031,0.055,0,0.002,-0.001,30,-7,11,3,6,-0.006,-3,38,27,1.9,-6,-4,-2,-0.2,22,-1,0.040882353,0.950980392,1.098039216,0.117647059,2.637254902,2.098039216,0.003637255,8.052287582,15.51960784,0.794117647,5.990196078,0.078431373,13.42156863,10.34313725,9.784313725,0.007843137,-0.176470588,0.215686275,0.37254902,1.019607843,44.88235294,197.8333333,0.001166667,3.18627451,0.098039216,1.137254902,0.549019608,-0.166666667,2.225490196,0.088235294,0.001754902,48.47058824,35.66666667,14.32352941,18.00980392,3.392156863,-0.029411765,1.705882353,26.46078431,13.15686275,2.215686275,0.931372549,8.715686275,-0.009803922,1,9.558823529,1.431372549,0.002411765,0.002215686,0.004627451,0.931372549,0.001735294,0.002823529,0.441176471,0.264705882,24.15686275,6.715686275,0.960784314,1.96E-05,-0.176470588,1.107843137,-0.431372549,-0.491176471,1.049019608,0.931372549,0.117647059,0.144117647,0.911764706,0.352941176,0.019607843
2003SK,SK,2003,2,4.44,133,66,64,0,48,0.508,1181 1/3,1190,135,497,83,759,642,583,1.43,3,10,44,0,5158,19830,0.267,212,21,84,32,19,42,2,0.272,5157,4445,644,1208,209,16,156,1917,612,127,32,464,10,89,763,87,0.431,0.35,0.781,133,0.269,0.19,90,14,3544,1560,118,0.983,14,101,67,39.9,139,82,57,59,64,5,4,-0.03,0,5,-5,0,33,0.039,2.333333333,40,-41,95,5,-189,4,-3,0.11,-2,3,-10,0,84,252,0.012,3,6,29,9,-15,8,-1,0.002,67,-30,26,1,5,-11,-2,-22,25,31,-2,79,-5,-11,-52,-7,-0.002,0.011,0.009,0,-0.002,-0.028,-4,6,7,197,23,0.002,6,-28,17,12,4,2,2,-0.3,4,-6,0.040882353,0.950980392,1.098039216,0.117647059,2.637254902,2.098039216,0.003637255,8.052287582,15.51960784,0.794117647,5.990196078,0.078431373,13.42156863,10.34313725,9.784313725,0.007843137,-0.176470588,0.215686275,0.37254902,1.019607843,44.88235294,197.8333333,0.001166667,3.18627451,0.098039216,1.137254902,0.549019608,-0.166666667,2.225490196,0.088235294,0.001754902,48.47058824,35.66666667,14.32352941,18.00980392,3.392156863,-0.029411765,1.705882353,26.46078431,13.15686275,2.215686275,0.931372549,8.715686275,-0.009803922,1,9.558823529,1.431372549,0.002411765,0.002215686,0.004627451,0.931372549,0.001735294,0.002823529,0.441176471,0.264705882,24.15686275,6.715686275,0.960784314,1.96E-05,-0.176470588,1.107843137,-0.431372549,-0.491176471,1.049019608,0.931372549,0.117647059,0.144117647,0.911764706,0.352941176,0.019607843
2003KIA,KIA,2003,3,3.62,133,78,50,0,34,0.609,1178,1092,137,414,101,820,527,474,1.28,12,10,65,0,4999,19162,0.25,178,10,88,30,12,42,1,0.272,5127,4448,657,1211,219,16,129,1849,626,94,37,505,18,42,721,72,0.416,0.349,0.765,131,0.284,0.226,70,1,3534,1493,123,0.986,7,48,52,52,213,146,67,68.5,73,11,0,-0.3,0,0,-1,0,4,0.004,-17,-93,-14,44,4,-42,-53,-46,-0.02,2,3,10,0,-107,50,-0.01,19,-2,34,-4,-2,-13,-1,0.003,-73,-127,14,-19,-1,2,9,11,15,49,2,51,-14,-49,-193,-35,0.014,0.005,0.019,-2,0.016,-0.024,-31,0,-51,90,-4,0.006,-5,-27,-8,7.6,19,-9,28,-11.4,19,3,0.040882353,0.950980392,1.098039216,0.117647059,2.637254902,2.098039216,0.003637255,8.052287582,15.51960784,0.794117647,5.990196078,0.078431373,13.42156863,10.34313725,9.784313725,0.007843137,-0.176470588,0.215686275,0.37254902,1.019607843,44.88235294,197.8333333,0.001166667,3.18627451,0.098039216,1.137254902,0.549019608,-0.166666667,2.225490196,0.088235294,0.001754902,48.47058824,35.66666667,14.32352941,18.00980392,3.392156863,-0.029411765,1.705882353,26.46078431,13.15686275,2.215686275,0.931372549,8.715686275,-0.009803922,1,9.558823529,1.431372549,0.002411765,0.002215686,0.004627451,0.931372549,0.001735294,0.002823529,0.441176471,0.264705882,24.15686275,6.715686275,0.960784314,1.96E-05,-0.176470588,1.107843137,-0.431372549,-0.491176471,1.049019608,0.931372549,0.117647059,0.144117647,0.911764706,0.352941176,0.019607843
2003삼성,삼성,2003,4,4.37,133,76,53,0,41,0.589,1183,1199,133,494,59,808,613,574,1.43,2,5,45,0,5150,19834,0.268,222,24,95,29,15,46,3,0.284,5241,4564,769,1295,236,14,213,2198,744,73,38,481,19,85,661,131,0.482,0.36,0.842,133,0.293,0.206,75,10,3549,1379,118,0.985,9,81,54,40,88,56,32,63.6,41,5,-3,0.45,0,-6,6,0,19,-0.047,-14.66666667,17,-15,109,-15,-179,32,53,0.12,0,-3,0,0,61,299,0.006,8,2,15,-4,-1,1,0,0,-63,-84,-8,-26,-30,-2,22,6,13,18,4,12,-7,-12,-143,15,0.01,0,0.01,0,0.015,0.041,-12,5,-44,-30,3,0.002,-5,7,-11,-6.8,12,9,3,1.8,-8,0,0.040882353,0.950980392,1.098039216,0.117647059,2.637254902,2.098039216,0.003637255,8.052287582,15.51960784,0.794117647,5.990196078,0.078431373,13.42156863,10.34313725,9.784313725,0.007843137,-0.176470588,0.215686275,0.37254902,1.019607843,44.88235294,197.8333333,0.001166667,3.18627451,0.098039216,1.137254902,0.549019608,-0.166666667,2.225490196,0.088235294,0.001754902,48.47058824,35.66666667,14.32352941,18.00980392,3.392156863,-0.029411765,1.705882353,26.46078431,13.15686275,2.215686275,0.931372549,8.715686275,-0.009803922,1,9.558823529,1.431372549,0.002411765,0.002215686,0.004627451,0.931372549,0.001735294,0.002823529,0.441176471,0.264705882,24.15686275,6.715686275,0.960784314,1.96E-05,-0.176470588,1.107843137,-0.431372549,-0.491176471,1.049019608,0.931372549,0.117647059,0.144117647,0.911764706,0.352941176,0.019607843
2003한화,한화,2003,5,4.37,133,63,65,0,31,0.492,1192,1184,142,437,68,772,617,579,1.36,4,8,54,0,5165,19888,0.261,222,14,82,45,14,53,9,0.254,5198,4458,577,1131,218,20,121,1752,521,102,21,542,22,75,887,89,0.393,0.343,0.736,133,0.252,0.201,75,4,3576,1324,97,0.985,7,110,37,25.2,135,78,57,57.8,64,12,2,-0.42,0,4,-4,0,-1,0.031,7.333333333,-70,-4,45,-34,-181,-55,-52,-0.03,-4,3,0,0,-33,-173,-0.011,-7,-11,20,7,-15,11,5,-0.002,136,-33,-26,-17,12,10,-49,-132,-49,50,-1,96,0,26,-177,-17,-0.027,0.015,-0.012,0,0.001,0.012,-10,-6,22,-39,3,0.002,-2,-6,-6,-1.8,-24,-16,-8,-1.3,26,9,0.040882353,0.950980392,1.098039216,0.117647059,2.637254902,2.098039216,0.003637255,8.052287582,15.51960784,0.794117647,5.990196078,0.078431373,13.42156863,10.34313725,9.784313725,0.007843137,-0.176470588,0.215686275,0.37254902,1.019607843,44.88235294,197.8333333,0.001166667,3.18627451,0.098039216,1.137254902,0.549019608,-0.166666667,2.225490196,0.088235294,0.001754902,48.47058824,35.66666667,14.32352941,18.00980392,3.392156863,-0.029411765,1.705882353,26.46078431,13.15686275,2.215686275,0.931372549,8.715686275,-0.009803922,1,9.558823529,1.431372549,0.002411765,0.002215686,0.004627451,0.931372549,0.001735294,0.002823529,0.441176471,0.264705882,24.15686275,6.715686275,0.960784314,1.96E-05,-0.176470588,1.107843137,-0.431372549,-0.491176471,1.049019608,0.931372549,0.117647059,0.144117647,0.911764706,0.352941176,0.019607843
2003LG,LG,2003,6,3.98,133,60,71,0,51,0.458,1169 2/3,1201,120,531,60,794,579,517,1.48,2,10,48,0,5166,20403,0.271,185,23,116,34,27,49,2,0.249,4964,4375,509,1088,188,29,106,1652,485,74,40,404,11,70,781,90,0.378,0.319,0.697,133,0.229,0.201,98,15,3509,1308,116,0.98,6,47,52,52.5,197,135,62,68.5,40,5,-4,0.05,0,-6,10,0,11,-0.062,-21,82,-15,30,-40,-102,4,-3,0.12,0,1,10,0,21,-29,0.019,0,4,42,8,-3,9,-3,-0.012,-157,-117,-74,-85,-24,7,6,-77,-56,-19,3,-8,-18,-16,-170,-1,-0.007,-0.013,-0.02,0,-0.029,0.023,7,5,-63,-61,-23,-0.002,-2,-20,4,10.8,-6,-5,-1,-0.5,-6,-2,0.040882353,0.950980392,1.098039216,0.117647059,2.637254902,2.098039216,0.003637255,8.052287582,15.51960784,0.794117647,5.990196078,0.078431373,13.42156863,10.34313725,9.784313725,0.007843137,-0.176470588,0.215686275,0.37254902,1.019607843,44.88235294,197.8333333,0.001166667,3.18627451,0.098039216,1.137254902,0.549019608,-0.166666667,2.225490196,0.088235294,0.001754902,48.47058824,35.66666667,14.32352941,18.00980392,3.392156863,-0.029411765,1.705882353,26.46078431,13.15686275,2.215686275,0.931372549,8.715686275,-0.009803922,1,9.558823529,1.431372549,0.002411765,0.002215686,0.004627451,0.931372549,0.001735294,0.002823529,0.441176471,0.264705882,24.15686275,6.715686275,0.960784314,1.96E-05,-0.176470588,1.107843137,-0.431372549,-0.491176471,1.049019608,0.931372549,0.117647059,0.144117647,0.911764706,0.352941176,0.019607843
2003두산,두산,2003,7,4.24,133,57,74,0,53,0.435,1175 2/3,1194,105,464,79,654,619,554,1.41,7,7,52,0,5144,19144,0.268,208,18,105,43,22,37,3,0.276,5165,4536,563,1251,205,21,90,1768,541,63,52,452,17,62,706,121,0.39,0.346,0.736,133,0.271,0.272,90,2,3527,1403,135,0.982,10,108,39,26.5,94,58,36,61.7,45,7,-2,0.31,0,-9,9,0,10,-0.069,-7.333333333,55,6,-15,19,-300,57,37,0.04,4,1,-8,0,57,-93,0.011,21,-5,28,10,-8,-7,1,0.015,82,38,-24,78,31,0,-40,-11,-15,16,6,18,0,4,-88,14,-0.006,0.015,0.009,0,0.016,0.006,2,-1,-22,-44,5,-0.001,3,5,-14,-7.5,-54,-48,-6,-9.9,-1,6,0.040882353,0.950980392,1.098039216,0.117647059,2.637254902,2.098039216,0.003637255,8.052287582,15.51960784,0.794117647,5.990196078,0.078431373,13.42156863,10.34313725,9.784313725,0.007843137,-0.176470588,0.215686275,0.37254902,1.019607843,44.88235294,197.8333333,0.001166667,3.18627451,0.098039216,1.137254902,0.549019608,-0.166666667,2.225490196,0.088235294,0.001754902,48.47058824,35.66666667,14.32352941,18.00980392,3.392156863,-0.029411765,1.705882353,26.46078431,13.15686275,2.215686275,0.931372549,8.715686275,-0.009803922,1,9.558823529,1.431372549,0.002411765,0.002215686,0.004627451,0.931372549,0.001735294,0.002823529,0.441176471,0.264705882,24.15686275,6.715686275,0.960784314,1.96E-05,-0.176470588,1.107843137,-0.431372549,-0.491176471,1.049019608,0.931372549,0.117647059,0.144117647,0.911764706,0.352941176,0.019607843
2003롯데,롯데,2003,8,5.01,133,39,91,0,58,0.3,1164 1/3,1302,171,435,93,647,709,648,1.49,3,4,44,0,5173,19413,0.289,259,22,93,40,16,36,3,0.256,4987,4465,491,1143,232,18,73,1630,451,83,28,338,11,73,848,75,0.365,0.317,0.682,133,0.243,0.206,104,7,3493,1547,147,0.98,14,78,51,39.5,150,84,66,56,60,8,0,0.29,0,4,-6,0,39,0.035,-3.666666667,33,41,-8,10,-128,-1,36,0.02,-2,-3,-5,0,17,-222,0.008,-7,-6,23,-5,0,-4,2,0.011,1,-47,28,38,26,-1,-12,26,8,34,6,14,-3,-5,-130,0,0.01,0.012,0.022,1,0.019,0.075,-13,5,-11,24,-18,0.003,1,-29,10,11.8,11,8,3,1.3,9,-1,0.040882353,0.950980392,1.098039216,0.117647059,2.637254902,2.098039216,0.003637255,8.052287582,15.51960784,0.794117647,5.990196078,0.078431373,13.42156863,10.34313725,9.784313725,0.007843137,-0.176470588,0.215686275,0.37254902,1.019607843,44.88235294,197.8333333,0.001166667,3.18627451,0.098039216,1.137254902,0.549019608,-0.166666667,2.225490196,0.088235294,0.001754902,48.47058824,35.66666667,14.32352941,18.00980392,3.392156863,-0.029411765,1.705882353,26.46078431,13.15686275,2.215686275,0.931372549,8.715686275,-0.009803922,1,9.558823529,1.431372549,0.002411765,0.002215686,0.004627451,0.931372549,0.001735294,0.002823529,0.441176471,0.264705882,24.15686275,6.715686275,0.960784314,1.96E-05,-0.176470588,1.107843137,-0.431372549,-0.491176471,1.049019608,0.931372549,0.117647059,0.144117647,0.911764706,0.352941176,0.019607843
